country,date,pm10_avg
bangkok,2022-05-22,17.881944444444446
bangkok,2022-05-23,21.354166666666668
bangkok,2022-05-24,24.854166666666668
bangkok,2022-05-25,28.875
bangkok,2022-05-26,24.916666666666668
bangkok,2022-05-27,32.5
bangkok,2022-05-28,40.666666666666664
bangkok,2022-05-29,45.375
bangkok,2022-05-30,38.25
bangkok,2022-05-31,36.416666666666664
bangkok,2022-06-01,40.416666666666664
bangkok,2022-06-02,38.375
bangkok,2022-06-03,21.125
bangkok,2022-06-04,17.25
bangkok,2022-06-05,19.125
bangkok,2022-06-06,17.208333333333332
bangkok,2022-06-07,20.083333333333332
bangkok,2022-06-08,19.541666666666668
bangkok,2022-06-09,21.75
bangkok,2022-06-10,26.520833333333332
bangkok,2022-06-11,24.625
bangkok,2022-06-12,25.208333333333332
bangkok,2022-06-13,29.854166666666668
bangkok,2022-06-14,36.166666666666664
bangkok,2022-06-15,25.833333333333332
bangkok,2022-06-16,28.416666666666668
bangkok,2022-06-17,24.166666666666668
bangkok,2022-06-18,21.958333333333332
bangkok,2022-06-19,17.75
bangkok,2022-06-20,17.708333333333332
bangkok,2022-06-21,17.6875
bangkok,2022-06-22,19.416666666666668
bangkok,2022-06-23,22.0
bangkok,2022-06-24,20.5
bangkok,2022-06-25,19.520833333333332
bangkok,2022-06-26,19.0
bangkok,2022-06-27,22.875
bangkok,2022-06-28,25.083333333333332
bangkok,2022-06-29,25.0
bangkok,2022-06-30,20.875
bangkok,2022-07-01,19.125
bangkok,2022-07-02,22.083333333333332
bangkok,2022-07-03,20.5
bangkok,2022-07-04,18.166666666666668
bangkok,2022-07-05,18.875
bangkok,2022-07-06,20.583333333333332
bangkok,2022-07-07,24.5
bangkok,2022-07-08,21.291666666666668
bangkok,2022-07-09,19.333333333333332
bangkok,2022-07-10,18.666666666666668
bangkok,2022-07-11,18.1875
bangkok,2022-07-12,21.958333333333332
bangkok,2022-07-13,21.791666666666668
bangkok,2022-07-14,19.875
bangkok,2022-07-15,27.395833333333332
bangkok,2022-07-16,25.541666666666668
bangkok,2022-07-17,19.666666666666668
bangkok,2022-07-18,21.833333333333332
bangkok,2022-07-19,25.645833333333332
bangkok,2022-07-20,20.25
bangkok,2022-07-21,17.458333333333332
bangkok,2022-07-22,21.5
bangkok,2022-07-23,18.708333333333332
bangkok,2022-07-24,23.625
bangkok,2022-07-25,23.833333333333332
bangkok,2022-07-26,27.0
bangkok,2022-07-27,26.583333333333332
bangkok,2022-07-28,24.625
bangkok,2022-07-29,17.28125
bangkok,2022-07-30,17.21875
bangkok,2022-07-31,18.125
bangkok,2022-08-01,19.333333333333332
bangkok,2022-08-02,18.770833333333332
bangkok,2022-08-03,20.833333333333332
bangkok,2022-08-04,21.375
bangkok,2022-08-05,23.75
bangkok,2022-08-06,26.875
bangkok,2022-08-07,16.708333333333332
bangkok,2022-08-08,15.833333333333334
bangkok,2022-08-09,17.625
bangkok,2022-08-10,21.125
bangkok,2022-08-11,21.444444444444443
bangkok,2022-08-12,24.51388888888889
bangkok,2022-08-13,26.458333333333332
bangkok,2022-08-14,21.041666666666668
bangkok,2022-08-15,21.0
bangkok,2022-08-16,17.625
bangkok,2022-08-17,21.5
bangkok,2022-08-18,20.208333333333332
bangkok,2022-08-19,22.583333333333332
bangkok,2022-08-20,24.333333333333332
bangkok,2022-08-21,23.416666666666668
bangkok,2022-08-22,23.833333333333332
bangkok,2022-08-23,26.145833333333332
bangkok,2022-08-24,29.791666666666668
bangkok,2022-08-25,26.0
bangkok,2022-08-26,23.375
bangkok,2022-08-27,22.666666666666668
bangkok,2022-08-28,19.354166666666668
bangkok,2022-08-29,28.0
bangkok,2022-08-30,30.166666666666668
bangkok,2022-08-31,38.5
bangkok,2022-09-01,33.291666666666664
bangkok,2022-09-02,39.375
bangkok,2022-09-03,31.583333333333332
bangkok,2022-09-04,18.75
bangkok,2022-09-05,20.166666666666668
bangkok,2022-09-06,18.875
bangkok,2022-09-07,15.166666666666666
bangkok,2022-09-08,14.770833333333334
bangkok,2022-09-09,21.208333333333332
bangkok,2022-09-10,17.541666666666668
bangkok,2022-09-11,18.791666666666668
bangkok,2022-09-12,22.416666666666668
bangkok,2022-09-13,30.583333333333332
bangkok,2022-09-14,26.25
bangkok,2022-09-15,20.083333333333332
bangkok,2022-09-16,19.291666666666668
bangkok,2022-09-17,18.708333333333332
bangkok,2022-09-18,22.958333333333332
bangkok,2022-09-19,19.625
bangkok,2022-09-20,21.0
bangkok,2022-09-21,20.125
bangkok,2022-09-22,19.083333333333332
bangkok,2022-09-23,25.916666666666668
bangkok,2022-09-24,28.0
bangkok,2022-09-25,26.583333333333332
bangkok,2022-09-26,23.25
bangkok,2022-09-27,24.583333333333332
bangkok,2022-09-28,18.875
bangkok,2022-09-29,16.458333333333332
bangkok,2022-09-30,21.291666666666668
bangkok,2022-10-01,18.0
bangkok,2022-10-02,17.666666666666668
bangkok,2022-10-03,19.333333333333332
bangkok,2022-10-04,19.958333333333332
bangkok,2022-10-05,31.25
bangkok,2022-10-06,33.041666666666664
bangkok,2022-10-07,27.75
bangkok,2022-10-08,22.5
bangkok,2022-10-09,17.5
bangkok,2022-10-10,16.291666666666668
bangkok,2022-10-11,20.75
bangkok,2022-10-12,35.916666666666664
bangkok,2022-10-13,46.375
bangkok,2022-10-14,50.5
bangkok,2022-10-15,45.75
bangkok,2022-10-16,36.875
bangkok,2022-10-17,50.083333333333336
bangkok,2022-10-18,71.91666666666667
bangkok,2022-10-19,75.58333333333333
bangkok,2022-10-20,68.83333333333333
bangkok,2022-10-21,51.083333333333336
bangkok,2022-10-22,44.458333333333336
bangkok,2022-10-23,35.708333333333336
bangkok,2022-10-24,53.0
bangkok,2022-10-25,62.958333333333336
bangkok,2022-10-26,52.583333333333336
bangkok,2022-10-27,29.083333333333332
bangkok,2022-10-28,33.458333333333336
bangkok,2022-10-29,36.416666666666664
bangkok,2022-10-30,48.25
bangkok,2022-10-31,55.958333333333336
bangkok,2022-11-01,54.375
bangkok,2022-11-02,53.041666666666664
bangkok,2022-11-03,50.416666666666664
bangkok,2022-11-04,45.541666666666664
bangkok,2022-11-05,56.833333333333336
bangkok,2022-11-06,62.875
bangkok,2022-11-07,69.58333333333333
bangkok,2022-11-08,64.83333333333333
bangkok,2022-11-09,60.541666666666664
bangkok,2022-11-10,60.833333333333336
bangkok,2022-11-11,53.75
bangkok,2022-11-12,53.875
bangkok,2022-11-13,50.208333333333336
bangkok,2022-11-14,33.416666666666664
bangkok,2022-11-15,25.916666666666668
bangkok,2022-11-16,26.166666666666668
bangkok,2022-11-17,33.416666666666664
bangkok,2022-11-18,32.333333333333336
bangkok,2022-11-19,37.458333333333336
bangkok,2022-11-20,36.166666666666664
bangkok,2022-11-21,31.125
bangkok,2022-11-22,50.958333333333336
bangkok,2022-11-23,47.0
bangkok,2022-11-24,31.958333333333332
bangkok,2022-11-25,20.291666666666668
bangkok,2022-11-26,21.208333333333332
bangkok,2022-11-27,30.833333333333332
bangkok,2022-11-28,31.5
bangkok,2022-11-29,38.5
bangkok,2022-11-30,46.083333333333336
bangkok,2022-12-01,28.208333333333332
bangkok,2022-12-02,39.208333333333336
bangkok,2022-12-03,39.583333333333336
bangkok,2022-12-04,35.125
bangkok,2022-12-05,31.833333333333332
bangkok,2022-12-06,25.791666666666668
bangkok,2022-12-07,37.125
bangkok,2022-12-08,44.416666666666664
bangkok,2022-12-09,45.583333333333336
bangkok,2022-12-10,46.875
bangkok,2022-12-11,39.541666666666664
bangkok,2022-12-12,41.791666666666664
bangkok,2022-12-13,43.666666666666664
bangkok,2022-12-14,64.75
bangkok,2022-12-15,67.20833333333333
bangkok,2022-12-16,78.375
bangkok,2022-12-17,65.58333333333333
bangkok,2022-12-18,46.625
bangkok,2022-12-19,56.0
bangkok,2022-12-20,67.70833333333333
bangkok,2022-12-21,72.33333333333333
bangkok,2022-12-22,74.58333333333333
bangkok,2022-12-23,67.0
bangkok,2022-12-24,55.291666666666664
bangkok,2022-12-25,47.958333333333336
bangkok,2022-12-26,60.166666666666664
bangkok,2022-12-27,63.791666666666664
bangkok,2022-12-28,68.08333333333333
bangkok,2022-12-29,64.70833333333333
bangkok,2022-12-30,44.208333333333336
bangkok,2022-12-31,44.166666666666664
bangkok,2023-01-01,45.166666666666664
bangkok,2023-01-02,47.666666666666664
bangkok,2023-01-03,47.083333333333336
bangkok,2023-01-04,47.041666666666664
bangkok,2023-01-05,49.375
bangkok,2023-01-06,38.833333333333336
bangkok,2023-01-07,33.458333333333336
bangkok,2023-01-08,57.833333333333336
bangkok,2023-01-09,91.54166666666667
bangkok,2023-01-10,61.166666666666664
bangkok,2023-01-11,29.27346278317152
bangkok,2023-01-12,32.18689320388349
bangkok,2023-01-13,34.786407766990294
bangkok,2023-01-14,34.786407766990294
bangkok,2023-01-15,61.90291262135923
bangkok,2023-01-16,43.916666666666664
bangkok,2023-01-17,50.833333333333336
bangkok,2023-01-18,53.208333333333336
bangkok,2023-01-19,49.416666666666664
bangkok,2023-01-20,56.458333333333336
bangkok,2023-01-21,62.64473684210526
bangkok,2023-01-22,67.29166666666667
bangkok,2023-01-23,67.36842105263158
bangkok,2023-01-24,69.93969298245614
bangkok,2023-01-25,92.02412280701755
bangkok,2023-01-26,80.5
bangkok,2023-01-27,82.25
bangkok,2023-01-28,54.041666666666664
bangkok,2023-01-29,58.833333333333336
bangkok,2023-01-30,78.25
bangkok,2023-01-31,105.33333333333333
bangkok,2023-02-01,125.125
bangkok,2023-02-02,123.89100346020761
bangkok,2023-02-03,120.11072664359862
bangkok,2023-02-04,120.11072664359862
bangkok,2023-02-05,120.11072664359862
bangkok,2023-02-06,120.11072664359862
bangkok,2023-02-07,120.11072664359862
bangkok,2023-02-08,120.11072664359862
bangkok,2023-02-09,120.11072664359862
bangkok,2023-02-10,120.11072664359862
bangkok,2023-02-11,120.11072664359862
bangkok,2023-02-12,120.11072664359862
bangkok,2023-02-13,37.108996539792386
bangkok,2023-02-14,33.979166666666664
bangkok,2023-02-15,39.833333333333336
bangkok,2023-02-16,46.88255033557047
bangkok,2023-02-17,46.774496644295304
bangkok,2023-02-18,46.774496644295304
bangkok,2023-02-19,46.774496644295304
bangkok,2023-02-20,46.774496644295304
bangkok,2023-02-21,46.774496644295304
bangkok,2023-02-22,46.774496644295304
bangkok,2023-02-23,46.774496644295304
bangkok,2023-02-24,46.774496644295304
bangkok,2023-02-25,46.774496644295304
bangkok,2023-02-26,46.774496644295304
bangkok,2023-02-27,46.774496644295304
bangkok,2023-02-28,46.774496644295304
bangkok,2023-03-01,46.774496644295304
bangkok,2023-03-02,46.774496644295304
bangkok,2023-03-03,46.774496644295304
bangkok,2023-03-04,46.774496644295304
bangkok,2023-03-05,46.774496644295304
bangkok,2023-03-06,46.774496644295304
bangkok,2023-03-07,46.774496644295304
bangkok,2023-03-08,46.774496644295304
bangkok,2023-03-09,46.774496644295304
bangkok,2023-03-10,46.774496644295304
bangkok,2023-03-11,46.774496644295304
bangkok,2023-03-12,46.774496644295304
bangkok,2023-03-13,46.774496644295304
bangkok,2023-03-14,46.774496644295304
bangkok,2023-03-15,46.774496644295304
bangkok,2023-03-16,46.774496644295304
bangkok,2023-03-17,46.774496644295304
bangkok,2023-03-18,40.11744966442953
bangkok,2023-03-19,39.75
bangkok,2023-03-20,40.25
bangkok,2023-03-21,39.625
bangkok,2023-03-22,39.375
bangkok,2023-03-23,36.0
bangkok,2023-03-24,34.791666666666664
bangkok,2023-03-25,33.291666666666664
bangkok,2023-03-26,30.625
bangkok,2023-03-27,32.875
bangkok,2023-03-28,30.0
bangkok,2023-03-29,26.25
bangkok,2023-03-30,33.5
bangkok,2023-03-31,31.208333333333332
bangkok,2023-04-01,32.833333333333336
bangkok,2023-04-02,32.958333333333336
bangkok,2023-04-03,44.833333333333336
bangkok,2023-04-04,58.375
bangkok,2023-04-05,59.625
bangkok,2023-04-06,67.54166666666667
bangkok,2023-04-07,45.541666666666664
bangkok,2023-04-08,31.125
bangkok,2023-04-09,33.041666666666664
bangkok,2023-04-10,29.708333333333332
bangkok,2023-04-11,42.125
bangkok,2023-04-12,48.0
bangkok,2023-04-13,54.5
bangkok,2023-04-14,60.708333333333336
bangkok,2023-04-15,74.29166666666667
bangkok,2023-04-16,75.20833333333333
bangkok,2023-04-17,66.95833333333333
bangkok,2023-04-18,60.75
bangkok,2023-04-19,66.0
bangkok,2023-04-20,68.125
bangkok,2023-04-21,81.5
bangkok,2023-04-22,80.0
bangkok,2023-04-23,58.083333333333336
bangkok,2023-04-24,44.5625
bangkok,2023-04-25,43.5625
bangkok,2023-04-26,37.875
bangkok,2023-04-27,45.5
bangkok,2023-04-28,43.291666666666664
bangkok,2023-04-29,39.958333333333336
bangkok,2023-04-30,33.416666666666664
bangkok,2023-05-01,37.833333333333336
bangkok,2023-05-02,38.958333333333336
bangkok,2023-05-03,29.916666666666668
bangkok,2023-05-04,24.666666666666668
bangkok,2023-05-05,26.166666666666668
bangkok,2023-05-06,29.708333333333332
bangkok,2023-05-07,31.333333333333332
bangkok,2023-05-08,35.375
bangkok,2023-05-09,27.083333333333332
bangkok,2023-05-10,32.208333333333336
bangkok,2023-05-11,31.583333333333332
bangkok,2023-05-12,25.458333333333332
bangkok,2023-05-13,22.375
bangkok,2023-05-14,30.166666666666668
bangkok,2023-05-15,46.458333333333336
bangkok,2023-05-16,50.125
bangkok,2023-05-17,48.208333333333336
bangkok,2023-05-18,43.666666666666664
bangkok,2023-05-19,51.458333333333336
bangkok,2023-05-20,48.32795698924732
bangkok,2023-05-21,42.33870967741935
bangkok,2023-05-22,43.791666666666664
bangkok,2023-05-23,42.958333333333336
bangkok,2023-05-24,39.125
bangkok,2023-05-25,43.145833333333336
bangkok,2023-05-26,49.333333333333336
bangkok,2023-05-27,39.291666666666664
bangkok,2023-05-28,38.041666666666664
bangkok,2023-05-29,23.895833333333332
bangkok,2023-05-30,23.333333333333332
bangkok,2023-05-31,27.041666666666668
bangkok,2023-06-01,36.166666666666664
bangkok,2023-06-02,36.291666666666664
bangkok,2023-06-03,33.375
bangkok,2023-06-04,21.083333333333332
bangkok,2023-06-05,21.416666666666668
bangkok,2023-06-06,25.125
bangkok,2023-06-07,23.833333333333332
bangkok,2023-06-08,22.25
bangkok,2023-06-09,19.958333333333332
bangkok,2023-06-10,17.875
bangkok,2023-06-11,18.291666666666668
bangkok,2023-06-12,23.375
bangkok,2023-06-13,18.625
bangkok,2023-06-14,20.0
bangkok,2023-06-15,19.666666666666668
bangkok,2023-06-16,18.791666666666668
bangkok,2023-06-17,18.125
bangkok,2023-06-18,18.875
bangkok,2023-06-19,20.291666666666668
bangkok,2023-06-20,21.041666666666668
bangkok,2023-06-21,23.541666666666668
bangkok,2023-06-22,26.5
bangkok,2023-06-23,24.4375
bangkok,2023-06-24,22.083333333333332
bangkok,2023-06-25,20.0
bangkok,2023-06-26,19.25
bangkok,2023-06-27,18.541666666666668
bangkok,2023-06-28,22.75
bangkok,2023-06-29,23.708333333333332
bangkok,2023-06-30,21.75
bangkok,2023-07-01,17.666666666666668
bangkok,2023-07-02,12.375
bangkok,2023-07-03,23.791666666666668
bangkok,2023-07-04,29.416666666666668
bangkok,2023-07-05,29.083333333333332
bangkok,2023-07-06,24.458333333333332
bangkok,2023-07-07,26.75
bangkok,2023-07-08,24.75
bangkok,2023-07-09,20.0
bangkok,2023-07-10,16.166666666666668
bangkok,2023-07-11,20.041666666666668
bangkok,2023-07-12,27.9375
bangkok,2023-07-13,25.520833333333332
bangkok,2023-07-14,28.458333333333332
bangkok,2023-07-15,38.4375
bangkok,2023-07-16,23.916666666666668
bangkok,2023-07-17,19.958333333333332
bangkok,2023-07-18,30.291666666666668
bangkok,2023-07-19,25.5
bangkok,2023-07-20,24.583333333333332
bangkok,2023-07-21,26.708333333333332
bangkok,2023-07-22,26.666666666666668
bangkok,2023-07-23,15.291666666666666
bangkok,2023-07-24,26.666666666666668
bangkok,2023-07-25,23.916666666666668
bangkok,2023-07-26,21.5
bangkok,2023-07-27,20.958333333333332
bangkok,2023-07-28,20.416666666666668
bangkok,2023-07-29,25.875
bangkok,2023-07-30,18.5
bangkok,2023-07-31,23.5
bangkok,2023-08-01,30.541666666666668
bangkok,2023-08-02,35.083333333333336
bangkok,2023-08-03,33.083333333333336
bangkok,2023-08-04,30.75
bangkok,2023-08-05,28.291666666666668
bangkok,2023-08-06,25.541666666666668
bangkok,2023-08-07,25.75
bangkok,2023-08-08,31.708333333333332
bangkok,2023-08-09,27.666666666666668
bangkok,2023-08-10,29.333333333333332
bangkok,2023-08-11,28.541666666666668
bangkok,2023-08-12,31.75
bangkok,2023-08-13,30.5
bangkok,2023-08-14,29.458333333333332
bangkok,2023-08-15,26.083333333333332
bangkok,2023-08-16,23.583333333333332
bangkok,2023-08-17,24.416666666666668
bangkok,2023-08-18,26.916666666666668
bangkok,2023-08-19,35.5
bangkok,2023-08-20,27.416666666666668
bangkok,2023-08-21,27.125
bangkok,2023-08-22,21.666666666666668
bangkok,2023-08-23,21.708333333333332
bangkok,2023-08-24,24.333333333333332
bangkok,2023-08-25,22.583333333333332
bangkok,2023-08-26,24.333333333333332
bangkok,2023-08-27,24.625
bangkok,2023-08-28,27.125
bangkok,2023-08-29,25.458333333333332
bangkok,2023-08-30,26.25
bangkok,2023-08-31,32.875
bangkok,2023-09-01,33.333333333333336
bangkok,2023-09-02,33.791666666666664
bangkok,2023-09-03,25.291666666666668
bangkok,2023-09-04,18.916666666666668
bangkok,2023-09-05,14.833333333333334
bangkok,2023-09-06,17.541666666666668
bangkok,2023-09-07,20.75
bangkok,2023-09-08,18.541666666666668
bangkok,2023-09-09,16.041666666666668
bangkok,2023-09-10,12.958333333333334
bangkok,2023-09-11,13.583333333333334
bangkok,2023-09-12,16.708333333333332
bangkok,2023-09-13,19.708333333333332
bangkok,2023-09-14,19.208333333333332
bangkok,2023-09-15,16.0
bangkok,2023-09-16,13.541666666666666
bangkok,2023-09-17,12.916666666666666
bangkok,2023-09-18,18.166666666666668
bangkok,2023-09-19,28.791666666666668
bangkok,2023-09-20,24.875
bangkok,2023-09-21,16.0625
bangkok,2023-09-22,22.333333333333332
bangkok,2023-09-23,26.875
bangkok,2023-09-24,29.541666666666668
bangkok,2023-09-25,30.25
bangkok,2023-09-26,23.833333333333332
bangkok,2023-09-27,17.8125
bangkok,2023-09-28,14.166666666666666
bangkok,2023-09-29,16.22537878787879
bangkok,2023-09-30,19.25378787878788
bangkok,2023-10-01,16.833333333333332
bangkok,2023-10-02,20.875
bangkok,2023-10-03,16.333333333333332
bangkok,2023-10-04,19.583333333333332
bangkok,2023-10-05,23.166666666666668
bangkok,2023-10-06,22.0
bangkok,2023-10-07,18.375
bangkok,2023-10-08,18.958333333333332
bangkok,2023-10-09,38.208333333333336
bangkok,2023-10-10,32.708333333333336
bangkok,2023-10-11,29.5625
bangkok,2023-10-12,32.916666666666664
bangkok,2023-10-13,33.125
bangkok,2023-10-14,30.291666666666668
bangkok,2023-10-15,28.791666666666668
bangkok,2023-10-16,44.5
bangkok,2023-10-17,53.125
bangkok,2023-10-18,45.75
bangkok,2023-10-19,56.041666666666664
bangkok,2023-10-20,55.0625
bangkok,2023-10-21,26.333333333333332
bangkok,2023-10-22,31.708333333333332
bangkok,2023-10-23,48.020833333333336
bangkok,2023-10-24,47.4375
bangkok,2023-10-25,34.645833333333336
bangkok,2023-10-26,33.125
bangkok,2023-10-27,35.229166666666664
bangkok,2023-10-28,40.875
bangkok,2023-10-29,44.854166666666664
bangkok,2023-10-30,34.270833333333336
bangkok,2023-10-31,31.25
bangkok,2023-11-01,47.729166666666664
bangkok,2023-11-02,58.083333333333336
bangkok,2023-11-03,72.97916666666667
bangkok,2023-11-04,52.3125
bangkok,2023-11-05,36.25
bangkok,2023-11-06,31.25
bangkok,2023-11-07,28.125
bangkok,2023-11-08,35.770833333333336
bangkok,2023-11-09,35.166666666666664
bangkok,2023-11-10,34.583333333333336
bangkok,2023-11-11,33.208333333333336
bangkok,2023-11-12,31.9375
bangkok,2023-11-13,51.583333333333336
bangkok,2023-11-14,34.791666666666664
bangkok,2023-11-15,34.541666666666664
bangkok,2023-11-16,28.3125
bangkok,2023-11-17,38.083333333333336
bangkok,2023-11-18,67.20833333333333
bangkok,2023-11-19,70.91666666666667
bangkok,2023-11-20,70.08333333333333
bangkok,2023-11-21,73.04166666666667
bangkok,2023-11-22,77.125
bangkok,2023-11-23,63.5
bangkok,2023-11-24,42.5625
bangkok,2023-11-25,55.666666666666664
bangkok,2023-11-26,43.958333333333336
bangkok,2023-11-27,40.041666666666664
bangkok,2023-11-28,73.72916666666667
bangkok,2023-11-29,78.39583333333333
bangkok,2023-11-30,59.083333333333336
bangkok,2023-12-01,40.833333333333336
bangkok,2023-12-02,33.208333333333336
bangkok,2023-12-03,33.958333333333336
bangkok,2023-12-04,36.4375
bangkok,2023-12-05,40.083333333333336
bangkok,2023-12-06,32.458333333333336
bangkok,2023-12-07,27.520833333333332
bangkok,2023-12-08,48.5
bangkok,2023-12-09,69.52083333333333
bangkok,2023-12-10,58.875
bangkok,2023-12-11,71.33333333333333
bangkok,2023-12-12,71.125
bangkok,2023-12-13,51.333333333333336
bangkok,2023-12-14,55.645833333333336
bangkok,2023-12-15,74.45833333333333
bangkok,2023-12-16,61.791666666666664
bangkok,2023-12-17,44.083333333333336
bangkok,2023-12-18,63.3125
bangkok,2023-12-19,66.04166666666667
bangkok,2023-12-20,50.5
bangkok,2023-12-21,46.125
bangkok,2023-12-22,55.25
bangkok,2023-12-23,67.20833333333333
bangkok,2023-12-24,61.666666666666664
bangkok,2023-12-25,77.14583333333333
bangkok,2023-12-26,80.29166666666667
bangkok,2023-12-27,73.91666666666667
bangkok,2023-12-28,71.70833333333333
bangkok,2023-12-29,65.97916666666667
bangkok,2023-12-30,58.395833333333336
bangkok,2023-12-31,52.5
bangkok,2024-01-01,47.375
bangkok,2024-01-02,50.8125
bangkok,2024-01-03,51.604166666666664
bangkok,2024-01-04,54.583333333333336
bangkok,2024-01-05,60.145833333333336
bangkok,2024-01-06,66.29166666666667
bangkok,2024-01-07,67.75
bangkok,2024-01-08,85.91666666666667
bangkok,2024-01-09,94.04166666666667
bangkok,2024-01-10,77.5
bangkok,2024-01-11,66.45833333333333
bangkok,2024-01-12,57.166666666666664
bangkok,2024-01-13,52.041666666666664
bangkok,2024-01-14,64.45833333333333
bangkok,2024-01-15,72.16666666666667
bangkok,2024-01-16,71.41666666666667
bangkok,2024-01-17,73.70833333333333
bangkok,2024-01-18,93.16666666666667
bangkok,2024-01-19,93.45833333333333
bangkok,2024-01-20,78.5
bangkok,2024-01-21,63.6875
bangkok,2024-01-22,70.16666666666667
bangkok,2024-01-23,81.25
bangkok,2024-01-24,61.666666666666664
bangkok,2024-01-25,55.5
bangkok,2024-01-26,56.375
bangkok,2024-01-27,67.91666666666667
bangkok,2024-01-28,75.70833333333333
bangkok,2024-01-29,72.95833333333333
bangkok,2024-01-30,89.58333333333333
bangkok,2024-01-31,82.03179824561404
bangkok,2024-02-01,46.155701754385966
bangkok,2024-02-02,48.041666666666664
bangkok,2024-02-03,41.458333333333336
bangkok,2024-02-04,40.291666666666664
bangkok,2024-02-05,50.791666666666664
bangkok,2024-02-06,50.125
bangkok,2024-02-07,41.333333333333336
bangkok,2024-02-08,40.333333333333336
bangkok,2024-02-09,38.208333333333336
bangkok,2024-02-10,47.208333333333336
bangkok,2024-02-11,65.875
bangkok,2024-02-12,79.85416666666667
bangkok,2024-02-13,94.625
bangkok,2024-02-14,95.625
bangkok,2024-02-15,85.625
bangkok,2024-02-16,57.666666666666664
bangkok,2024-02-17,41.25
bangkok,2024-02-18,33.833333333333336
bangkok,2024-02-19,32.833333333333336
bangkok,2024-02-20,29.291666666666668
bangkok,2024-02-21,27.875
bangkok,2024-02-22,25.291666666666668
bangkok,2024-02-23,26.625
bangkok,2024-02-24,29.375
bangkok,2024-02-25,31.958333333333332
bangkok,2024-02-26,42.875
bangkok,2024-02-27,64.0
