country,month,o3_avg
canberra,2024-06-01,0.014152777777777776
canberra,2024-07-01,0.01903225806451613
canberra,2024-08-01,0.018044354838709677
canberra,2024-09-01,0.02659027777777778
canberra,2024-10-01,0.02782258064516129
canberra,2024-11-01,0.029944444444444444
canberra,2024-12-01,0.02564516129032258
canberra,2025-01-01,0.024213709677419357
canberra,2025-02-01,0.02677827380952381
canberra,2025-03-01,0.02200268817204301
canberra,2025-04-01,0.02025
canberra,2025-05-01,0.01566532258064516
canberra,2025-06-01,0.013229166666666667
canberra,2025-07-01,0.01974462365591398
canberra,2025-08-01,0.020672043010752688
canberra,2025-09-01,0.02423611111111111
canberra,2025-10-01,0.025739247311827956
canberra,2025-11-01,0.023847222222222225
canberra,2025-12-01,0.024603494623655915
canberra,2026-01-01,0.026498655913978493
canberra,2026-02-01,0.024538690476190474
canberra,2026-03-01,0.018266129032258063
canberra,2026-04-01,0.014451388888888889
canberra,2026-05-01,0.013911290322580644
canberra,2026-06-01,0.012618055555555556
canberra,2026-07-01,0.018051724137931036
hongkong,2022-01-01,0.01663978494623656
hongkong,2022-02-01,0.013683035714285715
hongkong,2022-03-01,0.018687275985663082
hongkong,2022-04-01,0.01871527777777778
hongkong,2022-05-01,0.01797715053763441
hongkong,2022-06-01,0.006791666666666666
hongkong,2022-07-01,0.012829301075268817
hongkong,2022-08-01,0.011317204301075268
hongkong,2022-09-01,0.024222222222222225
hongkong,2022-10-01,0.023030913978494626
hongkong,2022-11-01,0.01822222222222222
hongkong,2022-12-01,0.010725806451612904
hongkong,2023-01-01,0.01617740769529732
hongkong,2023-02-01,0.0179765462858144
hongkong,2023-03-01,0.01409598037093166
hongkong,2023-04-01,0.021444444444444443
hongkong,2023-05-01,0.018434139784946235
hongkong,2023-06-01,0.01144675925925926
hongkong,2023-07-01,0.011386648745519715
hongkong,2023-08-01,0.012049731182795698
hongkong,2023-09-01,0.015473611111111112
hongkong,2023-10-01,0.024387096774193547
hongkong,2023-11-01,0.02305555555555556
hongkong,2023-12-01,0.016713709677419357
hongkong,2024-01-01,0.021787954429083465
hongkong,2024-02-01,0.014841611932129172
hongkong,2024-03-01,0.018823924731182797
hongkong,2024-04-01,0.0146875
hongkong,2024-05-01,0.02588709677419355
hongkong,2024-06-01,0.014722222222222222
hongkong,2024-07-01,0.008850806451612903
hongkong,2024-08-01,0.008541666666666668
hongkong,2024-09-01,0.010590277777777778
hongkong,2024-10-01,0.020208333333333335
hongkong,2024-11-01,0.015402777777777777
hongkong,2024-12-01,0.020376344086021507
hongkong,2025-01-01,0.023736559139784945
hongkong,2025-02-01,0.017395833333333333
hongkong,2025-03-01,0.013185483870967742
hongkong,2025-04-01,0.017104166666666667
hongkong,2025-05-01,0.016505376344086022
hongkong,2025-06-01,0.011458333333333333
hongkong,2025-07-01,0.012782258064516128
hongkong,2025-08-01,0.011471774193548388
hongkong,2025-09-01,0.01225
hongkong,2025-10-01,0.015510752688172045
hongkong,2025-11-01,0.01882638888888889
hongkong,2025-12-01,0.01842741935483871
hongkong,2026-01-01,0.017491728701406122
hongkong,2026-02-01,0.015284455128205128
hongkong,2026-03-01,0.019254032258064515
hongkong,2026-04-01,0.015347222222222224
hongkong,2026-05-01,0.019531946508172363
london,2022-01-01,0.009065860215053763
london,2022-02-01,0.014665178571428572
london,2022-03-01,0.016713709677419357
london,2022-04-01,0.0238125
london,2022-05-01,0.01851478494623656
london,2022-06-01,0.020215277777777776
london,2022-07-01,0.02118279569892473
london,2022-08-01,0.019274193548387098
london,2022-09-01,0.012118055555555556
london,2022-10-01,0.007970430107526882
london,2022-11-01,0.009319444444444444
london,2022-12-01,0.010033602150537634
london,2023-01-01,0.011760752688172043
london,2023-02-01,0.009546130952380952
london,2023-03-01,0.0137473540635621
london,2023-04-01,0.01481735212569316
london,2023-05-01,0.021706989247311827
london,2023-06-01,0.023284722222222224
london,2023-07-01,0.008904569892473119
london,2023-08-01,0.009919354838709678
london,2023-09-01,0.014655092592592595
london,2023-10-01,0.008521505376344087
london,2023-11-01,0.009118055555555556
london,2023-12-01,0.013797043010752689
london,2024-01-01,0.015658602150537635
london,2024-02-01,0.014339080459770115
london,2024-03-01,0.01829301075268817
london,2024-04-01,0.024013888888888887
london,2024-05-01,0.020268817204301074
london,2024-06-01,0.019381944444444445
london,2024-07-01,0.014065860215053762
london,2024-08-01,0.01536290322580645
london,2024-09-01,0.016604166666666666
london,2024-10-01,0.011586021505376345
london,2024-11-01,0.009569444444444445
london,2024-12-01,0.014919354838709677
london,2025-01-01,0.011397849462365592
london,2025-02-01,0.013250440170722601
london,2025-03-01,0.01728634876110332
london,2025-04-01,0.024090277777777776
london,2025-05-01,0.027298387096774193
london,2025-06-01,0.020166666666666666
london,2025-07-01,0.018951612903225806
london,2025-08-01,0.019529569892473116
london,2025-09-01,0.013881944444444445
london,2025-10-01,0.01409274193548387
london,2025-11-01,0.014729166666666666
london,2025-12-01,0.01680779569892473
london,2026-01-01,0.01620295698924731
london,2026-02-01,0.018586309523809526
london,2026-03-01,0.023071236559139785
london,2026-04-01,0.03135416666666667
london,2026-05-01,0.030981182795698926
london,2026-06-01,0.02291891891891892
philadelphia,2022-01-01,0.019865410497981156
philadelphia,2022-02-01,0.021723770080321288
philadelphia,2022-03-01,0.02793010752688172
philadelphia,2022-04-01,0.03375
philadelphia,2022-05-01,0.031276881720430104
philadelphia,2022-06-01,0.0350625
philadelphia,2022-07-01,0.037963709677419355
philadelphia,2022-08-01,0.019531323048153342
philadelphia,2022-09-01,0.02758333333333333
philadelphia,2022-10-01,0.019065860215053763
philadelphia,2022-11-01,0.019388888888888886
philadelphia,2022-12-01,0.01581989247311828
philadelphia,2023-01-01,0.015311724565756822
philadelphia,2023-02-01,0.030765339223924864
philadelphia,2023-03-01,0.03620295698924732
philadelphia,2023-04-01,0.03741666666666667
philadelphia,2023-05-01,0.035551075268817206
philadelphia,2023-06-01,0.03711111111111111
philadelphia,2023-07-01,0.03818548387096774
philadelphia,2023-08-01,0.033044354838709676
philadelphia,2023-09-01,0.026361111111111113
philadelphia,2023-10-01,0.018353494623655913
philadelphia,2023-11-01,0.01704861111111111
philadelphia,2023-12-01,0.014139784946236559
philadelphia,2024-01-01,0.01655241935483871
philadelphia,2024-02-01,0.021918103448275862
philadelphia,2024-03-01,0.02991263440860215
philadelphia,2024-04-01,0.034604166666666665
philadelphia,2024-05-01,0.032688172043010756
philadelphia,2024-06-01,0.0405625
philadelphia,2024-07-01,0.03895161290322581
philadelphia,2024-08-01,0.033293010752688174
philadelphia,2024-09-01,0.02922916666666667
philadelphia,2024-10-01,0.026196236559139784
philadelphia,2024-11-01,0.02020138888888889
philadelphia,2024-12-01,0.0164247311827957
philadelphia,2025-01-01,0.022627688172043012
philadelphia,2025-02-01,0.02592261904761905
philadelphia,2025-03-01,0.034059139784946235
philadelphia,2025-04-01,0.03678472222222222
philadelphia,2025-05-01,0.03440188172043011
philadelphia,2025-06-01,0.042756944444444445
philadelphia,2025-07-01,0.032063172043010756
philadelphia,2025-08-01,0.03137768817204301
philadelphia,2025-09-01,0.0296875
philadelphia,2025-10-01,0.025309139784946234
philadelphia,2025-11-01,0.019208333333333334
philadelphia,2025-12-01,0.017809139784946238
philadelphia,2026-01-01,0.019684673537517954
philadelphia,2026-02-01,0.020903494069107787
philadelphia,2026-03-01,0.0293638372516858
philadelphia,2026-04-01,0.036125000000000004
philadelphia,2026-05-01,0.03508736559139785
philadelphia,2026-06-01,0.03808333333333334
philadelphia,2026-07-01,0.03688581314878893
