country,month,pm10_avg
bangkok,2022-02-01,48.5
bangkok,2022-03-01,37.05510752688172
bangkok,2022-04-01,47.513194444444444
bangkok,2022-05-01,28.399865591397848
bangkok,2022-06-01,23.50138888888889
bangkok,2022-07-01,21.329973118279568
bangkok,2022-08-01,23.038306451612904
bangkok,2022-09-01,22.486805555555556
bangkok,2022-10-01,39.63978494623656
bangkok,2022-11-01,43.701388888888886
bangkok,2022-12-01,51.848118279569896
bangkok,2023-01-01,57.56171154279372
bangkok,2023-02-01,77.47218844653929
bangkok,2023-03-01,41.38146965432633
bangkok,2023-04-01,52.0
bangkok,2023-05-01,36.23790322580645
bangkok,2023-06-01,22.56736111111111
bangkok,2023-07-01,23.84206989247312
bangkok,2023-08-01,27.741935483870968
bangkok,2023-09-01,20.395138888888887
bangkok,2023-10-01,33.67607526881721
bangkok,2023-11-01,50.00069444444444
bangkok,2023-12-01,56.168010752688176
bangkok,2024-01-01,69.52925155631013
bangkok,2024-02-01,48.00177707199032
bangkok,2024-03-01,46.28849620493358
bangkok,2024-04-01,41.50947712418301
bangkok,2024-05-01,30.909274193548388
bangkok,2024-06-01,25.018055555555556
bangkok,2024-07-01,23.057795698924732
bangkok,2024-08-01,19.606854838709676
bangkok,2024-09-01,20.56388888888889
bangkok,2024-10-01,26.574596774193548
bangkok,2024-11-01,41.64513888888889
bangkok,2024-12-01,57.454301075268816
bangkok,2025-01-01,73.66156928383039
bangkok,2025-02-01,55.5
bangkok,2025-03-01,47.707661290322584
bangkok,2025-04-01,27.429939324990517
bangkok,2025-05-01,22.905404785496714
bangkok,2025-06-01,26.150631881881882
bangkok,2025-07-01,25.821938874358228
bangkok,2025-08-01,25.026681923859343
bangkok,2025-09-01,21.04722222222222
bangkok,2025-10-01,27.31836588340376
bangkok,2025-11-01,36.10019524316649
bangkok,2025-12-01,45.934591157117644
bangkok,2026-01-01,55.49982948162414
bangkok,2026-02-01,47.476190476190474
bangkok,2026-03-01,39.465725806451616
bangkok,2026-04-01,36.81736111111111
bangkok,2026-05-01,21.978494623655912
bangkok,2026-06-01,17.52777777777778
bangkok,2026-07-01,18.153846153846153
canberra,2022-01-01,7.620450268817204
canberra,2022-02-01,8.586875000000001
canberra,2022-03-01,6.187103494623655
canberra,2022-04-01,7.317680555555555
canberra,2022-05-01,7.339134727988928
canberra,2022-06-01,9.632506944444444
canberra,2022-07-01,9.07046370967742
canberra,2022-08-01,6.616962365591398
canberra,2022-09-01,6.652937499999999
canberra,2022-10-01,5.591364247311828
canberra,2022-11-01,6.547097222222222
canberra,2022-12-01,8.369200268817204
canberra,2023-01-01,7.679112903225807
canberra,2023-02-01,9.01436308724374
canberra,2023-03-01,8.775222497982124
canberra,2023-04-01,9.408506944444444
canberra,2023-05-01,13.991011863020102
canberra,2023-06-01,9.805277777777778
canberra,2023-07-01,12.415154569892474
canberra,2023-08-01,10.57284946236559
canberra,2023-09-01,12.718333333333334
canberra,2023-10-01,9.903111559139784
canberra,2023-11-01,9.723958333333334
canberra,2023-12-01,9.045483870967741
canberra,2024-01-01,9.363077956989247
canberra,2024-02-01,5.1602608763877456
canberra,2024-03-01,6.885990449190796
canberra,2024-04-01,12.079090277777777
canberra,2024-05-01,11.768131720430107
canberra,2024-06-01,15.044708333333334
canberra,2024-07-01,11.532842741935482
canberra,2024-08-01,11.699260752688172
canberra,2024-09-01,9.615145833333333
canberra,2024-10-01,10.226606182795699
canberra,2024-11-01,12.554590277777779
canberra,2024-12-01,11.948266129032259
canberra,2025-01-01,11.328434139784946
canberra,2025-02-01,11.189895833333333
canberra,2025-03-01,9.814899193548387
canberra,2025-04-01,11.754833333333332
canberra,2025-05-01,15.958172043010752
canberra,2025-06-01,16.863374999999998
canberra,2025-07-01,10.551061827956989
canberra,2025-08-01,8.711653225806453
canberra,2025-09-01,10.224055555555555
canberra,2025-10-01,10.899119623655913
canberra,2025-11-01,8.867209770114941
canberra,2025-12-01,11.578709677419354
canberra,2026-01-01,14.547150537634408
canberra,2026-02-01,10.675580357142858
canberra,2026-03-01,8.660376344086021
canberra,2026-04-01,13.629652777777778
canberra,2026-05-01,8.726942204301075
canberra,2026-06-01,11.097597222222223
canberra,2026-07-01,7.142379310344827
hongkong,2022-01-01,45.04509408602151
hongkong,2022-02-01,28.79546130952381
hongkong,2022-03-01,38.39372759856631
hongkong,2022-04-01,35.72465277777778
hongkong,2022-05-01,27.127688172043012
hongkong,2022-06-01,22.098819444444445
hongkong,2022-07-01,26.561760752688173
hongkong,2022-08-01,27.99280913978495
hongkong,2022-09-01,48.45027777777777
hongkong,2022-10-01,40.782728494623655
hongkong,2022-11-01,31.464444444444446
hongkong,2022-12-01,41.424193548387095
hongkong,2023-01-01,44.64065764995466
hongkong,2023-02-01,46.02965032589611
hongkong,2023-03-01,39.020126740997334
hongkong,2023-04-01,43.20569444444444
hongkong,2023-05-01,39.278696236559135
hongkong,2023-06-01,22.941041666666667
hongkong,2023-07-01,25.637948028673833
hongkong,2023-08-01,32.166000854518266
hongkong,2023-09-01,28.20975
hongkong,2023-10-01,37.17168010752688
hongkong,2023-11-01,46.09930555555555
hongkong,2023-12-01,49.00826612903226
hongkong,2024-01-01,52.122049411162315
hongkong,2024-02-01,37.03131499726327
hongkong,2024-03-01,52.32090053763441
hongkong,2024-04-01,33.79638888888889
hongkong,2024-05-01,33.47150537634408
hongkong,2024-06-01,23.276805555555555
hongkong,2024-07-01,23.07345430107527
hongkong,2024-08-01,27.278763440860217
hongkong,2024-09-01,31.65826388888889
hongkong,2024-10-01,40.264448924731184
hongkong,2024-11-01,35.99715277777778
hongkong,2024-12-01,55.76995967741935
hongkong,2025-01-01,51.8133064516129
hongkong,2025-02-01,42.74263392857143
hongkong,2025-03-01,34.62540322580645
hongkong,2025-04-01,59.60895833333333
hongkong,2025-05-01,34.799731182795696
hongkong,2025-06-01,23.87701388888889
hongkong,2025-07-01,29.693212365591396
hongkong,2025-08-01,27.26021505376344
hongkong,2025-09-01,24.058194444444446
hongkong,2025-10-01,30.951814516129033
hongkong,2025-11-01,39.597500000000004
hongkong,2025-12-01,47.337096774193554
hongkong,2026-01-01,44.92567204301075
hongkong,2026-02-01,37.28303571428572
hongkong,2026-03-01,34.59805107526882
