country,month,pm10_avg
hongkong,2026-04-01,30.360972222222223
hongkong,2026-05-01,25.671322436849923
london,2022-01-01,33.37852216748769
london,2022-02-01,22.69345238095238
london,2022-03-01,29.023521505376344
london,2022-04-01,19.49861111111111
london,2022-05-01,21.138440860215052
london,2022-06-01,21.42361111111111
london,2022-07-01,16.151209677419356
london,2022-08-01,18.749327956989248
london,2022-09-01,15.416666666666666
london,2022-10-01,21.178763440860216
london,2022-11-01,72.87569444444445
london,2022-12-01,18.266129032258064
london,2023-01-01,15.952286198261895
london,2023-02-01,39.6371333551186
london,2023-03-01,33.06189931556538
london,2023-04-01,18.873782317636195
london,2023-05-01,17.886904761904763
london,2023-06-01,21.442791005291003
london,2023-07-01,16.693203749655364
london,2023-08-01,14.679822687459946
london,2023-09-01,21.79912872089596
london,2023-10-01,16.387247983870967
london,2023-11-01,16.412065972222223
london,2023-12-01,16.280913978494624
london,2024-01-01,21.32546363311358
london,2024-02-01,17.68980807056365
london,2024-03-01,19.687699470332333
london,2024-04-01,14.19343723494487
london,2024-05-01,18.082269880656977
london,2024-06-01,17.280158730158732
london,2024-07-01,15.724462365591398
london,2024-08-01,19.625672043010752
london,2024-09-01,18.972968106995886
london,2024-10-01,18.73629817762882
london,2024-11-01,21.98051948051948
london,2024-12-01,21.98051948051948
london,2025-01-01,21.98051948051948
london,2025-02-01,21.98051948051948
london,2025-03-01,21.68964216918439
london,2025-04-01,26.155565415821503
london,2025-05-01,21.986271121351766
london,2025-06-01,20.303623642439433
london,2025-07-01,18.74917594571523
london,2025-08-01,19.508736559139784
london,2025-09-01,17.7639116575592
london,2025-10-01,16.352602507384145
london,2025-11-01,15.312279810298103
london,2025-12-01,18.317826563122264
london,2026-01-01,18.54032258064516
london,2026-02-01,16.398065476190474
london,2026-03-01,23.265625
philadelphia,2022-01-01,19.256720430107528
philadelphia,2022-02-01,19.86503155479059
philadelphia,2022-03-01,18.492308841099163
philadelphia,2022-04-01,15.848611111111111
philadelphia,2022-05-01,17.026209677419356
philadelphia,2022-06-01,18.286805555555556
philadelphia,2022-07-01,20.221774193548388
philadelphia,2022-08-01,22.499539887565252
philadelphia,2022-09-01,17.31388888888889
philadelphia,2022-10-01,17.70510516365355
philadelphia,2022-11-01,20.21370828245828
philadelphia,2022-12-01,19.606854838709676
philadelphia,2023-01-01,21.63234077750207
philadelphia,2023-02-01,22.030638153405853
philadelphia,2023-03-01,22.186336328209567
philadelphia,2023-04-01,18.20277777777778
philadelphia,2023-05-01,20.371639784946236
philadelphia,2023-06-01,43.765972222222224
philadelphia,2023-07-01,21.616263440860216
philadelphia,2023-08-01,18.106854838709676
philadelphia,2023-09-01,16.676388888888887
philadelphia,2023-10-01,18.907258064516128
philadelphia,2023-11-01,21.425694444444446
philadelphia,2023-12-01,17.469758064516128
philadelphia,2024-01-01,16.00537634408602
philadelphia,2024-02-01,18.242097701149426
philadelphia,2024-03-01,15.536290322580646
philadelphia,2024-04-01,15.694444444444445
philadelphia,2024-05-01,15.379032258064516
philadelphia,2024-06-01,18.13888888888889
philadelphia,2024-07-01,16.640793010752688
philadelphia,2024-08-01,18.594758064516128
philadelphia,2024-09-01,13.9125
philadelphia,2024-10-01,21.40255376344086
philadelphia,2024-11-01,16.575
philadelphia,2024-12-01,16.39717741935484
philadelphia,2025-01-01,21.821236559139784
philadelphia,2025-02-01,16.725446428571427
philadelphia,2025-03-01,14.955645161290322
philadelphia,2025-04-01,15.460416666666667
philadelphia,2025-05-01,13.466397849462366
philadelphia,2025-06-01,21.625
philadelphia,2025-07-01,21.733646953405017
philadelphia,2025-08-01,18.428091397849464
philadelphia,2025-09-01,15.613194444444444
philadelphia,2025-10-01,12.93481182795699
philadelphia,2025-11-01,15.413194444444445
philadelphia,2025-12-01,15.936827956989248
philadelphia,2026-01-01,22.779685928676415
philadelphia,2026-02-01,25.003238480644054
philadelphia,2026-03-01,11.21505376344086
philadelphia,2026-04-01,9.603472222222223
philadelphia,2026-05-01,8.987231182795698
philadelphia,2026-06-01,11.015277777777778
philadelphia,2026-07-01,21.5121107266436
